nome,cpf,idade,data,endereco,estado
BENÍCIO DA COSTA,783.564.021-07,28,1995-07-03,"VEREDA DE SOUZA, 13
EUROPA
86657-778 PIRES / PR",ACRE
YURI ALVES,896.315.072-03,86,1937-10-16,"COLÔNIA DA COSTA, 7
OURO MINAS
16870883 OLIVEIRA / SE",CEARÁ
GABRIELA DA ROSA,210.396.874-31,76,1947-12-18,"VALE DE CALDEIRA, 8
RIBEIRO DE ABREU
20825-399 NUNES DOS DOURADOS / AL",SANTA CATARINA
EDUARDA DA CONCEIÇÃO,238.670.945-00,99,1925-01-09,"PRAIA DE SILVA, 91
JOÃO PINHEIRO
24305-998 NOGUEIRA / ES",ESPÍRITO SANTO
VICENTE ARAGÃO,875.032.149-88,96,1927-11-03,"AVENIDA DA LUZ
VILA INESTAN
75092-067 PINTO DE NASCIMENTO / AL",DISTRITO FEDERAL
SRTA. SABRINA TEIXEIRA,682.413.095-89,87,1936-06-01,"ESTRADA DE DA ROSA, 69
JONAS VEIGA
77228702 DA COSTA / AP",RIO DE JANEIRO
ANTÔNIO SANTOS,198.572.630-03,85,1938-09-14,"MORRO DA ROCHA, 84
TIROL
24197526 MOURA / MT",PERNAMBUCO
DR. LUCCA PINTO,526.938.714-09,21,2002-10-26,"ESTRADA SABRINA FREITAS, 40
ACABA MUNDO
89103366 CAMPOS DA PRATA / DF",MATO GROSSO DO SUL
EMILLY VIEIRA,924.508.631-33,71,1952-11-01,"RECANTO MIGUEL MORAES, 45
PENHA
68905986 NOVAES / RS",MATO GROSSO
DR. GABRIEL DA MATA,701.684.923-69,59,1965-02-28,"FEIRA DE FARIAS, 28
HORTO
10092-770 FOGAÇA DE RIBEIRO / RS",ACRE
EMANUELLA AZEVEDO,406.759.813-01,69,1954-11-23,"SÍTIO MOURA, 50
ÁPIA
72380-665 MELO DA PRATA / GO",BAHIA
ANA JULIA ROCHA,618.542.930-60,47,1976-08-18,"TREVO DAVI LUCCA DA CRUZ, 72
BOA UNIÃO 1ª SEÇÃO
10620881 DA COSTA DE GOIÁS / PI",TOCANTINS
MILENA CASTRO,482.675.391-82,60,1964-02-06,"CHÁCARA DA MOTA, 218
CONJUNTO FLORAMAR
77257-467 FREITAS DA PRAIA / RJ",PERNAMBUCO
LAVÍNIA PEIXOTO,204.378.591-50,72,1951-11-08,"FEIRA MARTINS, 78
ESTRELA DO ORIENTE
98698651 SOUZA DA PRATA / RN",DISTRITO FEDERAL
ENZO GABRIEL GOMES,893.267.104-40,28,1995-12-20,"SETOR LUIZ HENRIQUE MONTEIRO, 4
MADRI
31999823 NASCIMENTO / MG",DISTRITO FEDERAL
LAURA FOGAÇA,196.027.534-80,34,1989-12-12,"CHÁCARA DE DA MOTA, 4
POMPÉIA
37543-030 CORREIA / PA",ALAGOAS
SR. VITOR DA MATA,062.317.498-78,60,1963-10-06,Desconhecido,RIO GRANDE DO SUL
SOPHIE PINTO,023.874.619-40,29,1995-01-27,"RESIDENCIAL NOAH MENDES
VILA ATILA DE PAIVA
80740422 VIEIRA DAS PEDRAS / SC",RONDÔNIA
SR. KAIQUE PEIXOTO,726.980.354-47,62,1962-03-20,"FAZENDA MORAES, 80
VILA VISTA ALEGRE
10237716 REZENDE / ES",SANTA CATARINA
LUIZ HENRIQUE MENDES,248.671.095-76,90,1934-01-18,"TRAVESSA LEANDRO DA MATA, 898
VILA SESC
45312-734 PINTO VERDE / RO",PARÁ
SR. FELIPE BARROS,569.174.380-57,48,1975-04-08,"ÁREA RAQUEL MOURA, 8
MANGABEIRAS
98516774 FREITAS DAS PEDRAS / TO",Desconhecido
ANA BEATRIZ PEREIRA,798.130.564-01,54,1970-01-01,"CONDOMÍNIO DE SANTOS
JARAGUÁ
26568-369 DA PAZ / MG",SANTA CATARINA
SR. RAFAEL SILVA,238.694.105-15,26,1997-04-26,"ESTAÇÃO LARA ALMEIDA, 67
SAGRADA FAMÍLIA
07156-430 CORREIA / PE",MARANHÃO
DRA. OLIVIA MENDES,189.425.703-05,90,1933-10-10,"RESIDENCIAL DE MENDES
JARDIM GUANABARA
59537-246 FERNANDES DO GALHO / RR",SERGIPE
EDUARDO SALES,052.439.678-74,39,1984-12-11,"AEROPORTO EMANUEL BARROS, 4
TRES MARIAS
65237-430 ALVES DAS FLORES / DF",PERNAMBUCO
ANDRÉ RODRIGUES,375.146.289-91,73,1951-02-18,"TRECHO GOMES, 3
BARREIRO
95102-156 FERNANDES DO AMPARO / GO",PIAUÍ
SOPHIA CAVALCANTI,092.836.475-56,91,1932-05-25,"ALAMEDA PAULO DA CRUZ, 70
VILA MADRE GERTRUDES 3ª SEÇÃO
39239-552 RIBEIRO / PR",AMAZONAS
CAROLINA SALES,519.078.623-40,32,1992-02-06,"RESIDENCIAL PINTO, 95
ETELVINA CARNEIRO
81148942 REZENDE / DF",BAHIA
LUCAS MONTEIRO,654.938.217-37,76,1947-06-29,"LAGOA DE SILVEIRA, 91
TREVO
06218590 CAVALCANTI / PI",MARANHÃO
JOÃO FELIPE DIAS,850.643.912-42,52,1972-04-03,"CONDOMÍNIO MOURA, 504
SANTA HELENA
43343-451 MOREIRA DO NORTE / SE",SERGIPE
DR. IAN FOGAÇA,248.307.519-32,93,1931-01-25,"DISTRITO DE CAVALCANTI
VILA BARRAGEM SANTA LÚCIA
47512-712 PEIXOTO / RJ",TOCANTINS
LORENA BARROS,785.063.942-10,83,1940-04-24,"FAVELA LETÍCIA JESUS, 34
NOVO OURO PRETO
49782-391 CALDEIRA DE MINAS / MG",ALAGOAS
SRA. ANA CLARA TEIXEIRA,760.213.958-59,49,1974-11-23,"FEIRA DE DA CONCEIÇÃO, 796
MANGABEIRAS
18099340 FARIAS / SE",RORAIMA
NATÁLIA MONTEIRO,481.507.239-60,81,1942-10-22,"MORRO DE RAMOS
CONJUNTO TAQUARIL
44747-230 DA LUZ DE DA ROCHA / AM",RIO GRANDE DO SUL
EDUARDA DUARTE,893.752.061-30,20,2003-10-10,"QUADRA LOPES, 69
VILA DA PAZ
26521494 CARDOSO / CE",ACRE
LARISSA CARVALHO,632.785.914-37,91,1932-05-21,"JARDIM DE CARVALHO, 5
SANTO ANDRÉ
16152-953 LOPES DAS PEDRAS / AL",RORAIMA
LARA MORAES,549.683.127-09,18,2005-09-02,"VEREDA ARAÚJO, 18
GARÇAS
60268-221 DAS NEVES DO AMPARO / PI",PARANÁ
SOPHIE DA ROSA,254.937.810-50,97,1926-10-06,"PÁTIO FERNANDES, 59
VILA OURO MINAS
16613784 CORREIA / AM",SÃO PAULO
OLIVIA MARTINS,391.758.460-39,82,1941-04-13,"JARDIM VINICIUS CALDEIRA, 28
JONAS VEIGA
92977-860 FERNANDES / DF",CEARÁ
THOMAS BARROS,105.832.679-12,72,1951-07-31,"PASSARELA DE ARAÚJO, 123
ANDIROBA
73587-974 PEIXOTO / AM",GOIÁS
DAVI LUIZ AZEVEDO,478.213.906-31,59,1964-11-30,"RODOVIA EDUARDA RAMOS, 87
ENGENHO NOGUEIRA
24750-721 DA MOTA / PB",SÃO PAULO
DANILO SANTOS,297.468.531-55,97,1926-12-17,"VIELA ANA JÚLIA FERNANDES, 25
PIRINEUS
80993-491 CALDEIRA DO OESTE / AC",PARÁ
SR. ENZO PORTO,496.105.872-67,98,1925-04-20,"VEREDA CAUÊ BARBOSA, 141
CONJUNTO PROVIDENCIA
93386492 DA ROSA DE MINAS / MA",MATO GROSSO
BIANCA ALVES,304.856.971-57,67,1956-11-22,"CAMPO RODRIGUES, 351
BRASIL INDUSTRIAL
54149-753 BARROS DE LOPES / MS",SANTA CATARINA
ALEXIA DAS NEVES,267.095.384-00,85,1938-04-16,"RESIDENCIAL DE SALES, 5
VILA CLORIS
86404551 NOVAES DAS FLORES / SE",RONDÔNIA
ESTHER CAMPOS,523.648.017-53,58,1965-07-25,"ÁREA DE CASTRO, 108
NOVA VISTA
35970-851 DA MOTA DE DA CONCEIÇÃO / PI",SÃO PAULO
ANA JÚLIA FREITAS,584.163.270-17,58,1965-06-28,"ESTRADA FERNANDA JESUS, 2
SANTA MARGARIDA
84192258 RAMOS / AC",GOIÁS
MARIA VITÓRIA DA MATA,826.549.107-76,57,1967-01-02,"LAGOA PIETRO DA CRUZ, 524
VILA SANTA MONICA 2ª SEÇÃO
97865-496 CARVALHO / RO",PARÁ
RYAN DA MATA,172.394.650-80,20,2003-06-17,"RODOVIA DE PORTO, 90
MARIETA 2ª SEÇÃO
21253207 CAVALCANTI DA PRAIA / GO",ALAGOAS
EMILLY RIBEIRO,584.039.721-05,22,2002-03-16,"PARQUE DE GOMES, 71
MALA E CUIA
39690-144 RIBEIRO / PA",RIO GRANDE DO NORTE
BERNARDO PINTO,217.358.960-12,94,1929-10-07,"ESPLANADA DE MOURA, 30
VILA PETROPOLIS
06003-306 SILVEIRA DE MINAS / PA",PERNAMBUCO
NICOLE PEIXOTO,829.610.543-89,67,1956-12-02,"DISTRITO MORAES
INDAIÁ
48826-926 FERNANDES / MS",MINAS GERAIS
ISAAC DA CONCEIÇÃO,867.904.512-85,75,1948-11-10,"LAGO DA LUZ, 59
SUZANA
31058-064 OLIVEIRA GRANDE / AM",GOIÁS
DAVI LUCCA SANTOS,571.896.432-73,62,1962-01-22,"FAVELA BEATRIZ DA COSTA, 77
ANTONIO RIBEIRO DE ABREU 1ª SEÇÃO
84156036 PEREIRA / RJ",RIO DE JANEIRO
PAULO LOPES,186.920.475-11,67,1956-05-05,"PASSARELA DAVI LUCCA LOPES, 37
ERNESTO NASCIMENTO
98206-073 VIANA DAS PEDRAS / MG",MARANHÃO
SOPHIE VIEIRA,938.740.256-83,36,1987-06-09,"VEREDA DE DA MOTA, 564
JAQUELINE
26975-832 DA CUNHA VERDE / MA",PIAUÍ
RODRIGO DA CRUZ,648.157.092-11,51,1973-01-20,"FAVELA COSTA, 372
SERRA
52549990 DA MOTA / GO",SÃO PAULO
SR. SAMUEL BARBOSA,903.148.725-23,30,1993-12-08,"DISTRITO JESUS, 34
VILA RICA
50869292 SALES / RS",AMAZONAS
DR. CAUÊ RAMOS,109.742.536-34,70,1953-07-26,"VIELA DE CASTRO, 27
ÁLVARO CAMARGOS
66324-461 CAMPOS DE DA CONCEIÇÃO / DF",RONDÔNIA
BRUNO JESUS,354.129.068-42,27,1997-03-19,"CAMPO MOREIRA, 48
TIROL
08973-162 MORAES DE ALMEIDA / RN",ESPÍRITO SANTO
LÍVIA CORREIA,843.267.059-65,52,1972-01-20,"FAVELA DE DA ROCHA, 6
CARLOS PRATES
05310779 MOURA / MS",MATO GROSSO
ENRICO DA ROCHA,241.085.396-05,26,1997-08-11,"CONDOMÍNIO MARIA JULIA CAVALCANTI
VILA SÃO DIMAS
11528497 MORAES / PA",PERNAMBUCO
RAFAELA ARAGÃO,269.480.317-22,73,1950-06-18,"CHÁCARA MARIA FERNANDA CASTRO
MARAJÓ
14151560 CARDOSO / PB",SÃO PAULO
DR. MARCOS VINICIUS FARIAS,475.216.309-80,88,1936-01-19,"LADEIRA CASTRO
JARDIM SÃO JOSÉ
72626-905 DA CRUZ ALEGRE / MA",PERNAMBUCO
LARISSA LOPES,015.672.389-12,78,1946-03-27,"LARGO CAVALCANTI, 96
FLORAMAR
83933940 PIRES / SC",PERNAMBUCO
ISADORA CARVALHO,917.830.264-13,99,1924-09-06,"PÁTIO DE DA PAZ, 57
SÃO JOÃO
47963078 DA ROSA / SC",SÃO PAULO
SR. VITOR DA ROCHA,234.809.516-51,77,1946-05-21,"RECANTO DE NOVAES, 32
SERRA DO CURRAL
05842-432 BARROS / TO",RIO DE JANEIRO
ISADORA PEREIRA,501.489.326-06,92,1932-01-08,"JARDIM STELLA DA COSTA, 91
POMPÉIA
17635-424 ROCHA VERDE / BA",MATO GROSSO
DR. BERNARDO DA CUNHA,147.253.908-79,50,1973-10-24,"RESIDENCIAL MARINA AZEVEDO, 89
LAGOINHA LEBLON
75184-425 MORAES DE GOIÁS / MT",PARAÍBA
GABRIELLY MENDES,954.823.710-50,46,1977-04-13,"PRAÇA JOÃO REZENDE, 30
CÉU AZUL
16339-527 VIEIRA / RJ",RORAIMA
SR. BRUNO DA MATA,473.961.502-99,94,1930-03-18,"CHÁCARA ALICE FERREIRA, 678
VILA CALAFATE
86268453 TEIXEIRA DE DA CONCEIÇÃO / TO",GOIÁS
BRENO ROCHA,237.651.094-52,59,1964-05-01,"ESTAÇÃO DE RODRIGUES
TRES MARIAS
70341-376 MARTINS DAS PEDRAS / PA",SERGIPE
LUIGI FERREIRA,148.627.593-19,69,1954-08-11,"TREVO VIEIRA
NOSSA SENHORA APARECIDA
77209-204 SILVEIRA / AP",MATO GROSSO
DAVI LUCCA DA CRUZ,862.147.309-78,71,1952-08-19,"SÍTIO DE NOVAES, 75
VILA SÃO DIMAS
20206-108 SALES GRANDE / AL",ALAGOAS
HENRIQUE ALMEIDA,824.936.710-31,59,1964-10-26,"ÁREA DA COSTA, 29
DONA CLARA
76291-483 PEIXOTO / MS",CEARÁ
DR. VITOR HUGO CALDEIRA,943.521.086-42,36,1988-01-29,"FEIRA DA COSTA, 17
VILA DOS ANJOS
20897515 OLIVEIRA DA SERRA / SE",GOIÁS
ALEXIA SOUZA,348.750.169-48,70,1953-09-20,"LAGOA ALVES, 97
BURITIS
77554-758 DIAS / MT",PIAUÍ
LUIZA AZEVEDO,683.725.094-92,73,1950-10-15,"RECANTO ELISA DA MOTA, 8
ALÍPIO DE MELO
27537027 DA ROCHA / AL",RONDÔNIA
DR. KAIQUE DA MOTA,143.052.798-60,91,1932-10-03,"SETOR VINICIUS MORAES, 475
NOSSA SENHORA APARECIDA
22195398 NASCIMENTO / TO",MINAS GERAIS
LAURA LIMA,051.892.473-41,82,1941-07-19,"ÁREA OLIVEIRA, 91
SÃO PAULO
64776374 NUNES / SP",BAHIA
RAUL RODRIGUES,039.428.156-05,55,1969-03-10,"AEROPORTO DA ROCHA, 499
ESTRELA
98010-973 LOPES DO CAMPO / BA",BAHIA
JOAQUIM MELO,305.162.978-21,91,1932-11-23,"LADEIRA RIBEIRO, 6
VILA SANTO ANTÔNIO
39990-961 PEIXOTO / PE",PERNAMBUCO
BENJAMIN CARDOSO,054.738.621-44,80,1943-09-08,"TREVO DA CUNHA, 2
SÃO BENTO
96921591 CORREIA / AL",MARANHÃO
JOÃO MIGUEL LOPES,741.632.085-26,33,1990-05-07,"VIA DE NUNES, 63
OLARIA
31900805 ALVES / ES",ALAGOAS
LETÍCIA DA MOTA,587.163.902-02,24,2000-02-26,"TRAVESSA DE LOPES, 205
MARIANO DE ABREU
95876862 MOREIRA / CE",SERGIPE
LEVI DA ROCHA,840.965.372-92,40,1983-10-09,"VIA BRENDA CUNHA, 49
VILA DA ÁRIA
86881385 PEREIRA DAS FLORES / AC",RIO GRANDE DO NORTE
LORENA CALDEIRA,625.938.410-60,53,1971-02-02,"PRAÇA ANA LUIZA FERNANDES, 5
CONJUNTO JATOBA
06539-736 PEIXOTO / BA",MATO GROSSO
CAUÊ NOGUEIRA,473.829.561-64,96,1927-08-30,"RECANTO MELO
CONJUNTO PROVIDENCIA
67379023 SALES GRANDE / ES",PARAÍBA
SRA. YASMIN FERREIRA,805.297.631-68,85,1938-08-29,"LAGO DE DA CUNHA, 6
CUSTODINHA
00656680 ALVES / RN",RIO DE JANEIRO
NICOLE ALMEIDA,529.718.403-79,90,1934-03-05,"CHÁCARA JOÃO GABRIEL NOGUEIRA
GOIANIA
01170-828 FARIAS DA PRATA / MG",BAHIA
FERNANDO PEREIRA,560.237.918-59,47,1977-03-11,"TRECHO DE RODRIGUES, 659
ALTO DAS ANTENAS
14069474 ROCHA DO SUL / PR",MATO GROSSO
BRENO PEREIRA,916.278.345-91,28,1995-08-09,"RESIDENCIAL GABRIELA AZEVEDO, 35
VILA RICA
93794-457 BARROS DO SUL / PI",SERGIPE
CLARA DIAS,190.853.247-50,38,1985-11-16,"CONJUNTO DA CONCEIÇÃO, 39
OUTRO
24816322 CARDOSO DO NORTE / DF",MATO GROSSO
DRA. MILENA VIEIRA,237.186.094-87,69,1954-09-16,"CAMPO CAMILA DAS NEVES, 14
GRANJA DE FREITAS
50083-987 FARIAS / MG",PARÁ
VITOR GABRIEL PORTO,394.076.152-43,86,1937-06-14,"RESIDENCIAL LUIZA CORREIA, 598
SAVASSI
71706-964 DA COSTA / ES",ALAGOAS
SR. ERICK DA ROSA,971.680.543-84,25,1998-12-14,"NÚCLEO DE CALDEIRA
VILA SÃO JOÃO BATISTA
94501805 DA CRUZ DE DUARTE / AL",MINAS GERAIS
MARCOS VINICIUS DA CUNHA,709.168.342-04,32,1991-07-25,"LAGOA DE RODRIGUES, 23
VILA NOVA
35353077 MARTINS VERDE / RN",RIO GRANDE DO NORTE
SRA. NINA PIRES,651.847.023-26,44,1979-09-23,"VIELA ELOAH CUNHA, 42
VILA SUZANA PRIMEIRA SEÇÃO
51015-275 DA MOTA / RS",SÃO PAULO
FELIPE RIBEIRO,259.386.014-60,77,1946-10-24,"NÚCLEO MARIA JULIA CUNHA, 21
VILA SANTA ROSA
63315732 CASTRO DE MINAS / PE",MATO GROSSO
MARIA JULIA PORTO,864.015.273-07,35,1989-01-18,"ALAMEDA NASCIMENTO
VILA SUZANA PRIMEIRA SEÇÃO
96587270 DA LUZ / GO",ALAGOAS
PEDRO CARDOSO,125.370.849-50,35,1988-05-28,"TRAVESSA DE DA ROSA, 86
ITAIPU
42656-531 SANTOS DE FOGAÇA / PA",PARAÍBA
REBECA DA PAZ,047.196.853-66,57,1966-04-11,"SÍTIO DE COSTA, 5
PANTANAL
19576291 COSTA / TO",PARANÁ
ENRICO GONÇALVES,637.954.128-46,84,1940-01-24,"CAMPO BERNARDO BARROS
CONJUNTO SÃO FRANCISCO DE ASSIS
33001-880 RAMOS / MG",SÃO PAULO
MURILO CAMPOS,031.429.876-22,97,1926-09-20,"RECANTO SILVA
JOÃO PAULO II
63796-922 DA CUNHA / SP",ACRE
OLIVIA PORTO,608.592.743-65,38,1985-12-23,"CONJUNTO ALMEIDA, 3
BELA VITORIA
21477072 MARTINS DO OESTE / AC",RIO GRANDE DO SUL
MIRELLA DA CONCEIÇÃO,854.702.193-05,39,1984-11-21,"PÁTIO JOÃO LUCAS CARDOSO, 77
MARIA TEREZA
79930-769 MARTINS / AM",SANTA CATARINA
STEPHANY CARDOSO,453.287.196-46,89,1934-06-09,"PRAIA LUIZ GUSTAVO DA LUZ, 83
SÃO JOÃO BATISTA
28346057 RIBEIRO PAULISTA / RO",BAHIA
SR. ENRICO MELO,829.635.104-89,99,1924-09-05,"ESPLANADA FARIAS, 252
CAETANO FURQUIM
48121749 BARROS DA MATA / GO",PIAUÍ
DR. GABRIEL SOUZA,432.516.079-52,23,2000-06-21,"RODOVIA DE COSTELA, 116
SÃO GERALDO
32543-886 VIEIRA DOS DOURADOS / CE",PERNAMBUCO
DAVI JESUS,914.326.570-70,51,1972-11-27,"QUADRA VIEIRA, 230
CDI JATOBA
20549693 CAVALCANTI DE DA COSTA / RO",BAHIA
GUILHERME FREITAS,517.032.496-07,43,1980-07-12,"TRECHO DE CALDEIRA, 369
SANTA SOFIA
92148278 PEREIRA / SE",SANTA CATARINA
THEO COSTA,705.914.826-49,81,1942-07-20,"LARGO JOÃO SANTOS, 10
VILA BATIK
12375502 GONÇALVES / RN",RONDÔNIA
DR. GUSTAVO HENRIQUE DAS NEVES,430.965.178-00,98,1925-11-26,"SETOR JULIANA FOGAÇA, 605
PIRAJA
18088-133 BARBOSA DE MINAS / MA",MATO GROSSO DO SUL
MARIA LUIZA GOMES,821.346.507-53,79,1944-11-02,"ÁREA ANA VITÓRIA MARTINS, 56
XODO-MARIZE
75746599 CAMPOS / BA",SERGIPE
DAVI LUCAS PEIXOTO,610.347.258-07,36,1987-04-07,"ÁREA THOMAS MORAES, 58
CANAA
13457754 FOGAÇA / RJ",ACRE
BRUNA ALMEIDA,610.958.743-57,72,1952-03-26,"CHÁCARA MENDES, 64
VARZEA DA PALMA
34300875 PEREIRA DE ARAGÃO / PR",RIO GRANDE DO NORTE
JULIANA RAMOS,846.532.901-05,20,2003-07-11,"VALE DE DUARTE, 5
HORTO FLORESTAL
61116-966 COSTELA DA PRATA / AM",DISTRITO FEDERAL
SARAH NASCIMENTO,560.143.972-99,77,1946-06-30,"ALAMEDA DAS NEVES, 1
PLANALTO
82186-975 GONÇALVES DE MINAS / MT",ACRE
BRENDA DA LUZ,037.641.982-22,74,1950-03-11,"VIELA DANILO FARIAS, 54
LAGOA
03246-491 GOMES / PE",MATO GROSSO DO SUL
HELOÍSA DA COSTA,648.975.132-19,80,1943-08-12,"FAVELA CORREIA, 6
VILA DOS ANJOS
59071766 DA LUZ DAS FLORES / SE",MATO GROSSO DO SUL
EMANUELLA ARAÚJO,758.319.462-82,64,1960-02-21,"RODOVIA MARIA JULIA PEIXOTO
JARDIM GUANABARA
02953-469 ALMEIDA / AC",PIAUÍ
VITOR VIANA,036.791.524-34,65,1958-04-13,"TRECHO DE OLIVEIRA, 41
URCA
99982495 MONTEIRO DO NORTE / AC",TOCANTINS
YAGO LOPES,720.351.896-59,75,1948-05-05,"LAGOA DANILO FOGAÇA, 756
NOVA GAMELEIRA
87198340 PEIXOTO DO OESTE / RO",PARANÁ
LÍVIA SOUZA,308.769.421-50,35,1988-09-11,"COLÔNIA DE CORREIA, 93
LARANJEIRAS
00380618 CUNHA / CE",TOCANTINS
GABRIELA CAVALCANTI,359.710.248-41,56,1967-04-05,"SETOR OLIVEIRA, 4
SÃO JOSÉ
88628-790 MORAES DO SUL / MA",MATO GROSSO DO SUL
ENZO NOGUEIRA,309.527.864-00,82,1942-01-30,"MORRO DE FERREIRA
VILA SÃO JOÃO BATISTA
46105897 MOREIRA VERDE / MG",PIAUÍ
DR. IAN BARBOSA,412.836.097-03,90,1933-04-10,"ALAMEDA EDUARDO BARROS, 60
GAMELEIRA
29659334 PEIXOTO / PI",PIAUÍ
GABRIELA ROCHA,348.067.512-35,34,1989-11-17,"ÁREA JOAQUIM NOGUEIRA, 98
PEDREIRA PADRO LOPES
80157-244 CARVALHO / MA",RIO GRANDE DO NORTE
MARIA JULIA MARTINS,576.129.803-12,81,1942-11-12,"LOTEAMENTO DE NUNES, 83
JATOBÁ
30147296 COSTA DE VIANA / PB",MINAS GERAIS
DRA. MARINA SANTOS,950.827.316-02,57,1966-04-11,"VIELA ALANA SOUZA, 456
UNIÃO
33893264 ALMEIDA / DF",RIO GRANDE DO SUL
HELOÍSA TEIXEIRA,635.018.274-07,87,1936-05-23,"VIELA DE DA CRUZ, 61
BONSUCESSO
08463-362 CASTRO / PA",GOIÁS
PAULO FARIAS,593.618.240-15,72,1951-11-18,"ESPLANADA THOMAS PIRES, 33
PROVIDENCIA
74600883 AZEVEDO DO SUL / AP",SÃO PAULO
GABRIELLY CARDOSO,127.539.460-43,95,1928-07-26,"ESTRADA DA CRUZ
APARECIDA
12482-253 ALVES / AP",ACRE
DAVI ARAGÃO,598.126.074-20,35,1988-09-24,"RESIDENCIAL DE CARDOSO, 66
VILA SANTO ANTÔNIO
46634145 DA CRUZ PAULISTA / SE",PARANÁ
YAGO PEIXOTO,380.294.156-05,95,1929-02-12,"CONDOMÍNIO DE NUNES, 436
VILA BETÂNIA
68017-566 AZEVEDO DO CAMPO / PI",PARAÍBA
ERICK DA CONCEIÇÃO,983.705.642-83,60,1963-08-25,"MORRO NUNES, 657
IPE
17146-952 CAMPOS / CE",MINAS GERAIS
ISIS ARAÚJO,216.940.837-13,69,1954-06-08,"PRAIA DE CAMPOS, 82
VILA OESTE
65663001 ARAGÃO / SP",AMAPÁ
DR. NICOLAS REZENDE,460.951.872-49,41,1982-07-01,"ESPLANADA MARCELA CASTRO, 36
FLAVIO DE OLIVEIRA
21776950 RIBEIRO DE DA MATA / PA",PARAÍBA
SR. SAMUEL NASCIMENTO,914.356.082-24,65,1958-12-09,"SETOR LUANA RAMOS
NOVA PAMPULHA
49464321 MELO DA PRATA / AC",SERGIPE
SRA. MARIA FERNANDA BARBOSA,718.340.692-03,89,1934-11-02,"ESPLANADA PEDRO NASCIMENTO, 71
VILA SÃO PAULO
82047968 SILVEIRA / GO",PARÁ
LUIZ FELIPE FARIAS,069.853.472-74,80,1943-04-26,"FAVELA KAIQUE FOGAÇA, 19
CASTELO
89539-314 FARIAS DE GOIÁS / AL",PARÁ
SR. CALEBE SILVA,402.895.671-49,61,1962-05-24,"RODOVIA DE CASTRO
SANTA BRANCA
68988668 CARVALHO DO NORTE / ES",GOIÁS
EMANUELLA GONÇALVES,107.258.963-02,69,1954-07-17,Desconhecido,GOIÁS
AUGUSTO OLIVEIRA,246.503.781-17,32,1992-02-27,"COLÔNIA COSTA, 81
VERA CRUZ
52635474 DAS NEVES / RO",GOIÁS
PEDRO AZEVEDO,953.478.062-65,68,1956-03-02,"VALE VIEIRA, 49
COMITECO
80646514 MORAES DA PRATA / RS",MARANHÃO
SRA. MARIA LUIZA FOGAÇA,650.138.924-06,67,1956-12-12,"RECANTO DE MOREIRA, 426
SANTO AGOSTINHO
33803068 LIMA DO OESTE / MT",AMAPÁ
EDUARDA OLIVEIRA,365.297.480-83,58,1965-09-27,"SÍTIO CLARICE SALES, 99
SILVEIRA
99374-144 DA MOTA DO NORTE / PB",SERGIPE
PAULO RAMOS,490.257.316-43,21,2002-11-13,"SÍTIO AZEVEDO
VILA MANTIQUEIRA
13648723 NOVAES DE DA MOTA / DF",MATO GROSSO
BEATRIZ PIRES,275.691.803-21,34,1990-03-11,"RECANTO DE CASTRO
CENTRO
11181216 NOGUEIRA / MA",MINAS GERAIS
FERNANDO AZEVEDO,790.612.435-99,28,1995-05-19,"ESTAÇÃO RAFAEL NUNES, 90
JARDIM SÃO JOSÉ
13086960 MENDES / RO",DISTRITO FEDERAL
ELOAH SILVA,037.562.194-61,89,1935-03-30,"VIELA DA ROCHA, 160
BARÃO HOMEM DE MELO 2ª SEÇÃO
03877874 SANTOS / BA",PERNAMBUCO
CAIO ARAÚJO,407.953.128-14,34,1989-12-18,"MORRO RIBEIRO, 11
CASA BRANCA
18090-665 COSTELA DE DUARTE / GO",AMAZONAS
SRA. VALENTINA SALES,269.401.378-31,84,1939-08-08,"SÍTIO RAMOS, 73
CACHOEIRINHA
27212763 JESUS / MG",PARANÁ
MELISSA CUNHA,719.234.568-73,25,1999-02-17,"LADEIRA LUIZA PINTO, 9
CONJUNTO MINAS CAIXA
29866-751 ARAGÃO / MT",PERNAMBUCO
LAÍS DA PAZ,139.650.248-33,97,1927-01-09,"LAGOA CAVALCANTI, 12
VILA ECOLÓGICA
95149381 DA ROCHA DA SERRA / SP",BAHIA
HEITOR SILVEIRA,183.062.459-89,89,1935-02-19,"AVENIDA AZEVEDO
SANTA MARIA
65167615 SOUZA DE ARAGÃO / MA",ACRE
FERNANDA MORAES,064.153.782-44,45,1979-03-18,"AVENIDA ROCHA, 13
ALTA TENSÃO 2ª SEÇÃO
99471-813 SILVA DE LOPES / PI",RORAIMA
ALANA SOUZA,801.249.653-42,50,1973-12-06,"PRAIA MOREIRA, 1
CARDOSO
95586377 REZENDE / SE",PIAUÍ
SRTA. CAROLINE DA ROSA,192.846.350-98,51,1972-05-26,"PASSARELA ROCHA, 96
BURACO QUENTE
12527333 PINTO DO GALHO / SP",CEARÁ
STEPHANY VIEIRA,682.430.791-22,46,1977-05-22,"TRAVESSA GUILHERME CARVALHO, 7
JONAS VEIGA
17310105 MORAES DA MATA / MS",TOCANTINS
ENZO BARROS,794.105.632-16,67,1957-01-13,"ESTAÇÃO FERNANDES, 85
NOVA FLORESTA
99679-423 MELO VERDE / GO",MINAS GERAIS
